,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
,,21mm,2.2,"11""",4.1 lbs,"5""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Only one Canada based consigner set in inventory,,
,,25mm,2.2,"13""",4.4 lbs,"4.9""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Only one Canada based consigner set in inventory,,
,,27mm,2.2,"13""",4.6 lbs,"5""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Only one Canada based consigner set in inventory,,
,,32mm,2.2,"13""",4.1 lbs,"4.3""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Only one Canada based consigner set in inventory,,
,,40mm,2.2,"13""",3.3 lbs,"4.1""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Only one Canada based consigner set in inventory,,
,,50mm,2.2,"16""",3 lbs,"4.4""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Only one Canada based consigner set in inventory,,
,,65mm Macro,2.4,"13""",6.1 lbs,"7.8""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Not currently in inventory,,
,,75mm,2.2,"2' 6""",3.9 lbs,"6.1""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Not currently in inventory,,
,,100mm,2.6,2',3.9 lbs,"6.3""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Not currently in inventory,,
,,135mm,2.8,"2' 9""",4.6 lbs,"6.6""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Not currently in inventory,,
,,152mm,3,"3' 6""",4.6 lbs,"6.6""",110mm,PL,46.31mm,,9,,Yes,N/A,2022,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Canon,Rangefinder Primes (TLS),19mm,4,"8""",2.6 lbs,"3""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,25mm,2.1,"8""",2.68 lbs,"2.75""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,28mm,2.1,"8""",2.68 lbs,"2.75""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,35mm,1.6,"12""",2 lbs,"2.25""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,40mm,1.8,"11""",1.95 lbs,"2.75""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,50mm,1.1,"16""",2.25 lbs,"2.75""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,58mm,1.4,"19""",2.10 lbs,"2.75""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,85mm,1.6,"2' 2""",3.34 lbs,"3.5""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,100mm,2.1,"2' 2""",3.44 lbs,"4""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,135mm,2.8,"3' 6""",3.58 lbs,"5""",110mm,LPL,43mm,NO,,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Canon,Rangefinder Primes (Zero Optik),19mm,3.9 (f/3.5),"6""",2.12 lbs,"3""",110mm,LPL,43mm,NO,12,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,25mm,,"11""",,,110mm,LPL,43mm,NO,12,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only / Not Available Yet,,
,,28mm,2.8 (f/2.8),"11""",1.2 lbs,"2""",110mm,LPL,43mm,NO,12,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,35mm,1.7 (f/1.5),"11""",1.38 lbs,"2.5""",110mm,LPL,43mm,NO,12,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,50mm,1.2 (f/0.95),"1' 1""",2.08 lbs,"3""",110mm,LPL,43mm,NO,16,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,85mm,1.9 (f/1.8),"1' 9""",2.72 lbs,"5""",110mm,LPL,43mm,NO,16,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,100mm,2.2 (f/2.0),"2' 4""",2.94 lbs,"5""",110mm,LPL,43mm,NO,16,,No,N/A,1960's,Rehoused / Telescoping within housing / LPL only,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Cooke,S8/i,18mm,T1.4,2',7.4 lbs,"7.8""",136mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,21mm,T1.4,2',7.6 lbs,"7.7""",125mm,PL / LPL,46.31mm,,9,,Yes,,2022,Not currently in inventory,,
,,25mm,T1.4,"1' 10""",5.45 lbs,"6.38""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,27mm,T1.4,2',5.7 lbs,"6.4""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,Not currently in inventory,,
,,32mm,T1.4,"2' 3""",5.36 lbs,"6.18""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,35mm,T1.4,"2' 3""",5.3 lbs,"6.2""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,Not currently in inventory,,
,,40mm,T1.4,"2' 3""",5.22 lbs,"6.28""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,50mm,T1.4,"2' 3""",4.76 lbs,"6.18""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,65mm,T1.4,"2' 6""",5.7 lbs,"6.2""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,Not currently in inventory,,
,,75mm,T1.4,"2' 9""",5.47 lbs,"6.18""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,100mm,T1.4,"2' 9""",5.40 lbs,"6.18""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,135mm,T1.4,4',7.14 lbs,"7.87""",104mm,PL / LPL,46.31mm,,9,,Yes,,2022,,,
,,180mm,T1.8,,,,,PL / LPL,46.31mm,,9,,Yes,,2022,"Still in development, removed from spec sheets by Cooke, unsure if these will be completed",,
,,250mm,T2.5,,,,,PL / LPL,46.31mm,,9,,Yes,,2022,"Still in development, removed from spec sheets by Cooke, unsure if these will be completed",,
,,350mm,T2.8,,,,,PL / LPL,46.31mm,,9,,Yes,,2022,"Still in development, removed from spec sheets by Cooke, unsure if these will be completed",,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Cooke,S7/i,18mm,2,"16""",7.7 lbs,"7.87""",110mm,PL,46.31mm,,9,,Yes,N/A,2018,,,
,,21mm,2,"14""",7.28 lbs,"7.44""",110mm,PL,46.31mm,,9,,Yes,N/A,2018,,,
,,25mm,2,"14""",7.3 lbs,"7.44""",110mm,PL,46.31mm,,9,,Yes,N/A,2017,,,
,,32mm,2,"14""",7.5 lbs,"6.97""",110mm,PL,46.31mm,,9,,Yes,N/A,2017,,,
,,40mm,2,"18""",7.7 lbs,"7.44""",110mm,PL,46.31mm,,9,,Yes,N/A,2018,,,
,,50mm,2,"20""",7.5 lbs,"7.44""",110mm,PL,46.31mm,,9,,Yes,N/A,2017,,,
,,60mm Macro,2.5,"2.2""",4.9 lbs,"6.3""",87mm,PL,46.31mm,,9,,Yes,N/A,2022,AKA Cooke FF Macro Prime,,
,,75mm,2,"19""",6.6 lbs,"7.44""",110mm,PL,46.31mm,,9,,Yes,N/A,2017,,,
,,90mm Macro,2.5,"4.5""",5.5 lbs,"6.8""",87mm,PL,46.31mm,,9,,Yes,N/A,2022,AKA Cooke FF Macro Prime,,
,,100mm,2,"2' 6""",7.3 lbs,"7.44""",110mm,PL,46.31mm,,9,,Yes,N/A,2018,,,
,,135mm,2,"3' 3""",8.2 lbs,"7.44""",110mm,PL,46.31mm,,9,,Yes,N/A,2017,,,
,,150mm Macro,2.5,"6.8""",6.6 lbs,"9.2""",87mm,PL,46.31mm,,9,,Yes,N/A,2022,AKA Cooke FF Macro Prime,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Cooke ,SP3,18mm,2.4,"10""",1.51 lbs,"4.29""",82mm,E/RF/L/M,43.3mm,NO,9,None,No,N/A,2024,Consigner only has E-Mount and RF-Mount ,,
,,25mm,2.4,"9.8""",1.26 lbs,"3.85""",64mm,E/RF/L/M,43.3mm,NO,9,None,No,N/A,2023,Consigner only has E-Mount and RF-Mount ,,
,,32mm,2.4,"13.8""",1.14 lbs,"3.7""",64mm,E/RF/L/M,43.3mm,NO,9,None,No,N/A,2023,Consigner only has E-Mount and RF-Mount ,,
,,50mm,2.4,"19.7""",1.1 lbs,"3.7""",64mm,E/RF/L/M,43.3mm,NO,9,None,No,N/A,2023,Consigner only has E-Mount and RF-Mount ,,
,,75mm,2.4,"2' 8""",1.14 lbs,"3.85""",64mm,E/RF/L/M,43.3mm,NO,9,None,No,N/A,2023,Consigner only has E-Mount and RF-Mount ,,
,,100mm,2.4,"2' 8""",1.52 lbs,"4.88""",82mm,E/RF/L/M,43.3mm,NO,9,None,No,N/A,2023,Consigner only has E-Mount and RF-Mount ,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Canon,Type SK Primes,25mm,T1.6,"9""",2.95 lbs,,110mm,PL,41mm,,10,,No,N/A,1960's,Slight Corner Vignette in Full Frame / Clears 1.78:1,,
,,28mm,T1.9,"10""",2.19 lbs,,110mm,PL,43mm,,,,No,N/A,1960's,Slight Corner Vignette in Full Frame / Clears 1.78:1,,
,,35mm,T1.6,"12""",1.55 lbs,,110mm,PL,43mm,,10,,No,N/A,1960's,Slight Corner Vignette in Full Frame / Clears 1.78:1,,
,,40mm,T1.9,"14""",1.57 lbs,"2.5""",110mm,PL,43mm,,,,No,N/A,1960's,,,
,,45mm,T1.7,"10""",1.6 lbs,"2.5""",110mm,PL,43mm,,,,No,N/A,1960's,,,
,,50mm,T1.6,"12""",2.06 lbs,,110mm,PL,43mm,,9,,No,N/A,1960's,,,
,,60mm,T1.6,"1' 2""",2.06 lbs,,110mm,PL,43mm,,14,,No,N/A,1960's,,,
,,85mm,T1.6,"20""",2.82 lbs,,110mm,PL,43mm,,20,,No,N/A,1960's,,,
,,100mm,T2.1,"27""",2.48 lbs,,110mm,PL,43mm,,13,,No,N/A,1960's,,,
,,135mm,T2.1,"3' 7""",4.05 lbs,"6""",110mm,PL,43mm,,,,No,N/A,1960's,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
DZOFilm,ARLES,14mm,1.8,"11""",3.62 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,21mm,1.4,"1' 1""",3.30 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,25mm,1.4,"1' 2""",3.28 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,35mm,1.4,"1' 2""",3.63 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,40mm,1.4,"1' 4""",3.60 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,50mm,1.4,"1' 7""",3.72 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,75mm,1.4,"2' 6""",3.66 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,100mm,1.4,"2' 11""",4.03 lbs,"4.76""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,135mm,1.8,"3' 3""",4.06 lbs,"5.12""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,180mm,2.4,"3' 6""",3.69 lbs,"5.12""",95mm,PL / LPL / EF,46.5mm,,16,,No,N/A,,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
DZO Film,Gnosis Macro,24mm,2.8,"6.1""",2.78 lbs,"3.93""",114mm,PL / EF / LPL,46.5mm,,16,,No,N/A,2022,,,
,,32mm,2.8,"6.6""",3.21 lbs,"4.40""",114mm,PL / EF / LPL,46.5mm,,16,,No,N/A,2022,,,
,,65mm,2.8,"9.36""",3.19 lbs,"4.40""",114mm,PL / EF / LPL,46.5mm,,16,,No,N/A,2022,,,
,,90mm,2.8,"10.2""",2.82 lbs,"4.40""",114mm,PL / EF / LPL,46.5mm,,16,,No,N/A,2022,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
DZO Film,Vespid Primes,12mm,2.8,"8""",1.6 lbs,"2.83""",80mm,PL / EF,46.5mm,,10,,No,N/A,2023,,,
,,16mm,2.8,"10""",2.05 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,21mm,2.1,"11""",1.94 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,25mm,2.1,"12""",2.25 lbs,"3.94""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,35mm,2.1,"12""",2.12 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,40mm,2.1,"12""",2 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,50mm,2.1,"1' 6""",1.88 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,75mm,2.1,2',1.95 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,90mm,2.8,"10.2""",1.84 lbs,"4.41""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,100mm,2.1,"2' 4""",2.08 lbs,"3.94""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,125mm,2.1,"2' 7""",2.16 lbs,"3.94""",80mm,PL / EF,46.5mm,,16,,No,N/A,2023,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
DZO Film,Vespid Primes Retro,16mm,2.8,"10""",2.05 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2024,,,
,,25mm,2.1,"12""",2.25 lbs,"3.94""",80mm,PL / EF,46.5mm,,16,,No,N/A,2024,,,
,,35mm,2.1,"12""",2.12 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2024,,,
,,50mm,2.1,"1' 6""",1.88 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2024,,,
,,75mm,2.1,2',1.95 lbs,"3.43""",80mm,PL / EF,46.5mm,,16,,No,N/A,2024,,,
,,100mm,2.1,"2' 4""",2.08 lbs,"3.94""",80mm,PL / EF,46.5mm,,16,,No,N/A,2024,,,
,,125mm,2.1,"2' 7""",2.16 lbs,"3.94""",80mm,PL / EF,46.5mm,,16,,No,N/A,2024,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Gecko-Cam,Genesis G35,14.5mm,3,"11""",2.5 lbs,"3.13""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,16mm,2.4,"11""",,"3.13""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,20mm,1.8,"8""",,"3.46""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,25mm,1.4,"10""",,"3.46""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,35mm,1.4,"12""",,"4.5""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,50mm,1.4,"17""",,"3.46""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,85mm,1.4,"3' 8""",,"3.46""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,100mm Macro,2.9,"12""",,"4.7""",114mm,PL,46.3mm,,,,No,N/A,2022,,,
,,135mm,2,"2' 6""",3.5 lbs,"4.5""",95mm,PL,46.3mm,,,,No,N/A,2022,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Gecko-Cam,Genesis G35,14.5mm,3,"11""",2.5 lbs,"3.13""",114mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,16mm,2.4,"11""",,"3.13""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,20mm,1.8,"8""",,"3.46""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,25mm,1.4,"10""",,"3.46""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,35mm,1.4,"12""",,"4.5""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,50mm,1.4,"17""",,"3.46""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,85mm,1.4,"3' 8""",,"3.46""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,100mm Macro,2.9,"12""",,"4.7""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,135mm,2,"2' 6""",3.5 lbs,"4.5""",95mm,PL,46.3mm,,14,,No,N/A,2022,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Gecko-Cam,Genesis G65,24mm,2.8,"17""",3,3.17,95,LPL,46mm,NO,14,,No,N/A,2022,Convertable from 65mm format to Large Format,,
,,32mm,2.3,"17""",3,3.17,95,LPL,46mm,NO,14,,No,N/A,2022,,,
,,40mm,2.3,"17""",3,3.17,95,LPL,46mm,NO,14,,No,N/A,2022,,,
,,50mm,2.3,"2' 7""",3,3.17,95,LPL,46mm,NO,14,,No,N/A,2022,,,
,,60mm,1.6,"2' 3""",3,3.17,95,LPL,46mm,NO,14,,No,N/A,2022,,,
,,80mm,2.3,"2' 9""",3,3.17,95,LPL,46mm,NO,14,,No,N/A,2022,,,
,,110mm,2.3,"3' 10""",4.5,5.5,95,LPL,46mm,NO,14,,No,N/A,2022,,,
,,145mm,2.3,"6' 2""",5.5,6.6,95,LPL,46mm,NO,14,,No,N/A,2022,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Gecko-Cam,Genesis Opia,18mm,2,"8""",,"3.42""",95mm,LPL,FF,NO,14,,No,N/A,2024,Not currently in inventory,,
,,20mm,2,"8""",,"2.9""",95mm,LPL,FF,NO,14,,No,N/A,2024,Not currently in inventory,,
,,25mm,2,"12""",2.18 lbs,"2.9""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,35mm,2,"12""",2.06 lbs,"2.9""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,40mm,2,"12""",1.79 lbs,"3.42""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,50mm,2,"12""",2.21 lbs,"3.42""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,58mm,2,"12""",2.27 lbs,"3.42""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,65mm,2,"16""",2.30 lbs,"3.42""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,75mm,2,"20""",2.45 lbs,"3.42""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,85mm,2,"20""",3.02 lbs,"4.27""",95mm,LPL,FF,NO,14,,No,N/A,2024,,,
,,100mm,2,"2' 4""",3.16 lbs,"4.27""",95mm,LPL,FF,NO,18,,No,N/A,2024,,,
,,125mm,2,"2' 4""",4.02 lbs,"5.55""",95mm,LPL,FF,NO,18,,No,N/A,2024,,,
,,150mm,2,3',,"8.24""",136mm,LPL,FF,NO,18,,No,N/A,2024,Not currently in inventory,,
,,210mm,2,5',,"9.85""",136mm,LPL,FF,NO,20,,No,N/A,2024,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
